id,strategy,INST,EN_TIME,EN_TT,EN_Q,EN_PRICE,EX_TIME,EX_TT,EX_Q,EX_PRICE,P&L,P&L%,pnl_cumulative_absolute,pnl_cumulative_percentage,Equity Curve,Drawdown %
1249984,870,NSE_FO:BANKNIFTY24NOV2242900PE,24-11-2022 14:00,1,25,32.8,24-11-2022 15:15,0,25,9.65,578.75,70.58,83891.25,50.84,248891.25,-14.86
1249982,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 13:45,1,25,44.6,24-11-2022 14:00,0,25,61.65,-426.25,-38.23,83312.5,50.49,248312.5,-15.06
1249980,870,NSE_FO:BANKNIFTY24NOV2242900PE,24-11-2022 13:30,1,25,49.15,24-11-2022 13:45,0,25,49.75,-15,-1.22,83738.75,50.75,248738.75,-14.91
1249978,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 12:30,1,25,80.2,24-11-2022 13:30,0,25,54.8,635,31.67,83753.75,50.76,248753.75,-14.91
1249975,870,NSE_FO:BANKNIFTY24NOV2243000PE,24-11-2022 12:15,1,25,82,24-11-2022 12:30,0,25,103.85,-546.25,-26.65,83118.75,50.38,248118.75,-15.12
1249973,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 11:30,1,25,83.65,24-11-2022 12:15,0,25,102.75,-477.5,-22.83,83665,50.71,248665,-14.94
1249969,870,NSE_FO:BANKNIFTY24NOV2243000PE,24-11-2022 11:15,1,25,92.3,24-11-2022 11:30,0,25,101.55,-231.25,-10.02,84142.5,51,249142.5,-14.77
1249963,870,NSE_FO:BANKNIFTY24NOV2242900CE,24-11-2022 10:30,1,25,81.1,24-11-2022 11:15,0,25,97.85,-418.75,-20.65,84373.75,51.14,249373.75,-14.7
1249954,870,NSE_FO:BANKNIFTY24NOV2242900PE,24-11-2022 09:45,1,25,72,24-11-2022 10:30,0,25,61.25,268.75,14.93,84792.5,51.39,249792.5,-14.55
1249757,870,NSE_FO:BANKNIFTY24NOV2242700CE,23-11-2022 10:15,1,25,111.05,,,,,,,,,1000,-1
1249652,870,NSE_FO:BANKNIFTY24NOV2242700PE,23-11-2022 12:45,1,25,133.8,23-11-2022 15:00,0,25,71.85,1548.75,46.3,84523.75,51.23,249523.75,-14.64
1249644,870,NSE_FO:BANKNIFTY24NOV2242700CE,23-11-2022 10:15,1,25,111.05,23-11-2022 12:45,0,25,93,451.25,16.25,82975,50.29,247975,-15.17
1249235,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 14:15,1,25,181.95,22-11-2022 15:15,0,25,186.9,-123.75,-2.72,82523.75,50.01,247523.75,-15.33
1249231,870,NSE_FO:BANKNIFTY24NOV2242400PE,22-11-2022 13:45,1,25,150.5,22-11-2022 14:15,0,25,151,-12.5,-0.33,82647.5,50.09,247647.5,-15.29
1249229,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 12:45,1,25,187.75,22-11-2022 13:45,0,25,186.75,25,0.53,82660,50.1,247660,-15.28
1249225,870,NSE_FO:BANKNIFTY24NOV2242400PE,22-11-2022 11:45,1,25,168.2,22-11-2022 12:45,0,25,155.8,310,7.37,82635,50.08,247635,-15.29
1249223,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 11:30,1,25,175.5,22-11-2022 11:45,0,25,182.4,-172.5,-3.93,82325,49.89,247325,-15.4
1249217,870,NSE_FO:BANKNIFTY24NOV2242400PE,22-11-2022 11:00,1,25,173.85,22-11-2022 11:30,0,25,177,-78.75,-1.81,82497.5,50,247497.5,-15.34
1249211,870,NSE_FO:BANKNIFTY24NOV2242400CE,22-11-2022 09:30,1,25,187.5,22-11-2022 11:00,0,25,182.95,113.75,2.43,82576.25,50.05,247576.25,-15.31
1249060,870,NSE_FO:BANKNIFTY24NOV2242300PE,21-11-2022 10:15,1,25,227.85,,,,,,,,,1000,-1
1248975,870,NSE_FO:BANKNIFTY24NOV2242300CE,21-11-2022 14:30,1,25,215.1,21-11-2022 15:15,0,25,251.6,-912.5,-16.97,82462.5,49.98,247462.5,-15.35
1248970,870,NSE_FO:BANKNIFTY24NOV2242300PE,21-11-2022 13:00,1,25,214.75,21-11-2022 14:30,0,25,230.2,-386.25,-7.19,83375,50.53,248375,-15.04
1248963,870,NSE_FO:BANKNIFTY24NOV2242300CE,21-11-2022 11:45,1,25,235.05,21-11-2022 13:00,0,25,233.45,40,0.68,83761.25,50.76,248761.25,-14.91
1248957,870,NSE_FO:BANKNIFTY24NOV2242300PE,21-11-2022 10:15,1,25,227.85,21-11-2022 11:45,0,25,221.25,165,2.9,83721.25,50.74,248721.25,-14.92
1248638,870,NSE_FO:BANKNIFTY24NOV2242500CE,18-11-2022 10:30,1,25,301.75,18-11-2022 11:30,0,25,249.05,1317.5,17.46,84873.75,51.44,249873.75,-14.52
1248562,870,NSE_FO:BANKNIFTY24NOV2242400PE,18-11-2022 14:30,1,25,284,18-11-2022 14:45,0,25,297.15,-328.75,-4.63,83556.25,50.64,248556.25,-14.98
1248559,870,NSE_FO:BANKNIFTY24NOV2242200CE,18-11-2022 14:00,1,25,367.6,18-11-2022 14:30,0,25,418.9,-1282.5,-13.96,83885,50.84,248885,-14.86
1248555,870,NSE_FO:BANKNIFTY24NOV2242300PE,18-11-2022 13:30,1,25,254,18-11-2022 14:00,0,25,291.75,-943.75,-14.86,85167.5,51.62,250167.5,-14.42
1248553,870,NSE_FO:BANKNIFTY24NOV2242300CE,18-11-2022 12:30,1,25,338.05,18-11-2022 13:30,0,25,351.9,-346.25,-4.1,86111.25,52.19,251111.25,-14.1
1248551,870,NSE_FO:BANKNIFTY24NOV2242300PE,18-11-2022 11:30,1,25,270.75,18-11-2022 12:30,0,25,275.9,-128.75,-1.9,86457.5,52.4,251457.5,-13.98
1248466,870,NSE_FO:BANKNIFTY24NOV2242500CE,18-11-2022 10:30,1,25,301.75,18-11-2022 11:30,0,25,249.05,1317.5,17.46,86586.25,52.48,251586.25,-13.94
1248461,870,NSE_FO:BANKNIFTY24NOV2242500PE,18-11-2022 09:45,1,25,278.25,18-11-2022 10:30,0,25,289.75,-287.5,-4.13,85268.75,51.68,250268.75,-14.39
1248115,870,NSE_FO:BANKNIFTY17NOV2242500CE,17-11-2022 13:30,1,25,80.75,17-11-2022 14:15,0,25,46.65,852.5,42.23,85556.25,51.85,250556.25,-14.29
1248111,870,NSE_FO:BANKNIFTY17NOV2242500PE,17-11-2022 11:45,1,25,101.6,17-11-2022 13:30,0,25,36.7,1622.5,63.88,84703.75,51.34,249703.75,-14.58
1248109,870,NSE_FO:BANKNIFTY17NOV2242500CE,17-11-2022 10:30,1,25,72.25,17-11-2022 11:45,0,25,52.25,500,27.68,83081.25,50.35,248081.25,-15.14
1248108,870,NSE_FO:BANKNIFTY17NOV2242500PE,17-11-2022 10:00,1,25,90.55,17-11-2022 10:30,0,25,108.15,-440,-19.44,82581.25,50.05,247581.25,-15.31
1248073,870,NSE_FO:BANKNIFTY17NOV2242500CE,17-11-2022 09:30,1,25,88.7,17-11-2022 10:00,0,25,110.1,-535,-24.13,83021.25,50.32,248021.25,-15.16
1247752,870,NSE_FO:BANKNIFTY17NOV2242500CE,16-11-2022 13:30,1,25,153.95,16-11-2022 13:45,0,25,206.05,-1302.5,-33.84,83556.25,50.64,248556.25,-14.98
1247748,870,NSE_FO:BANKNIFTY17NOV2242500PE,16-11-2022 12:30,1,25,187.4,16-11-2022 13:30,0,25,182.15,131.25,2.8,84858.75,51.43,249858.75,-14.53
1247745,870,NSE_FO:BANKNIFTY17NOV2242500CE,16-11-2022 11:15,1,25,172.8,16-11-2022 12:30,0,25,162.25,263.75,6.11,84727.5,51.35,249727.5,-14.57
1247741,870,NSE_FO:BANKNIFTY17NOV2242500PE,16-11-2022 10:15,1,25,212.9,16-11-2022 11:15,0,25,194.1,470,8.83,84463.75,51.19,249463.75,-14.66
1247735,870,NSE_FO:BANKNIFTY17NOV2242400CE,16-11-2022 09:30,1,25,159.45,16-11-2022 10:15,0,25,221.95,-1562.5,-39.2,83993.75,50.91,248993.75,-14.83
1247549,870,NSE_FO:BANKNIFTY17NOV2242200PE,15-11-2022 12:30,1,25,208.3,15-11-2022 13:30,0,25,193.15,378.75,7.27,85935,52.08,250935,-14.16
1247458,870,NSE_FO:BANKNIFTY17NOV2242300PE,15-11-2022 14:45,1,25,205.35,15-11-2022 15:15,0,25,196.3,226.25,4.41,85556.25,51.85,250556.25,-14.29
1247455,870,NSE_FO:BANKNIFTY17NOV2242200CE,15-11-2022 13:30,1,25,221,15-11-2022 14:45,0,25,262.6,-1040,-18.82,85330,51.72,250330,-14.37
1247339,870,NSE_FO:BANKNIFTY17NOV2242200PE,15-11-2022 12:30,1,25,208.3,15-11-2022 13:30,0,25,193.15,378.75,7.27,86370,52.35,251370,-14.01
1247331,870,NSE_FO:BANKNIFTY17NOV2242200CE,15-11-2022 10:45,1,25,211.4,15-11-2022 12:30,0,25,206.1,132.5,2.51,85991.25,52.12,250991.25,-14.14
1247324,870,NSE_FO:BANKNIFTY17NOV2242100PE,15-11-2022 09:30,1,25,189.85,15-11-2022 10:45,0,25,180.25,240,5.06,85858.75,52.04,250858.75,-14.19
1246978,870,NSE_FO:BANKNIFTY17NOV2242200CE,14-11-2022 14:30,1,25,260.8,14-11-2022 15:15,0,25,230.3,762.5,11.69,85618.75,51.89,250618.75,-14.27
1246974,870,NSE_FO:BANKNIFTY17NOV2242000PE,14-11-2022 12:00,1,25,230,14-11-2022 14:30,0,25,167.3,1567.5,27.26,84856.25,51.43,249856.25,-14.53
1246970,870,NSE_FO:BANKNIFTY17NOV2242000CE,14-11-2022 11:45,1,25,299.75,14-11-2022 12:00,0,25,305.1,-133.75,-1.78,83288.75,50.48,248288.75,-15.07
1246967,870,NSE_FO:BANKNIFTY17NOV2242000PE,14-11-2022 11:00,1,25,235.15,14-11-2022 11:45,0,25,234.45,17.5,0.3,83422.5,50.56,248422.5,-15.02
1246964,870,NSE_FO:BANKNIFTY17NOV2242000CE,14-11-2022 10:15,1,25,300.85,14-11-2022 11:00,0,25,305.3,-111.25,-1.48,83405,50.55,248405,-15.03
1246955,870,NSE_FO:BANKNIFTY17NOV2242100PE,14-11-2022 09:45,1,25,266.65,14-11-2022 10:15,0,25,290,-583.75,-8.76,83516.25,50.62,248516.25,-14.99
1246627,870,NSE_FO:BANKNIFTY17NOV2242200PE,11-11-2022 14:15,1,25,318.75,11-11-2022 15:15,0,25,320.2,-36.25,-0.45,84100,50.97,249100,-14.79
1246625,870,NSE_FO:BANKNIFTY17NOV2242200CE,11-11-2022 12:15,1,25,326.45,11-11-2022 14:15,0,25,322.35,102.5,1.26,84136.25,50.99,249136.25,-14.78
1246619,870,NSE_FO:BANKNIFTY17NOV2242100PE,11-11-2022 11:15,1,25,310.35,11-11-2022 12:15,0,25,283.2,678.75,8.75,84033.75,50.93,249033.75,-14.81
1246599,870,NSE_FO:BANKNIFTY17NOV2242100CE,11-11-2022 09:30,1,25,330.3,11-11-2022 11:15,0,25,329.5,20,0.24,83355,50.52,248355,-15.04
1246354,870,NSE_FO:BANKNIFTY10NOV2241500PE,10-11-2022 11:45,1,25,82.9,,,,,,,,,1000,-1
1246298,870,NSE_FO:BANKNIFTY10NOV2241500PE,10-11-2022 11:45,1,25,82.9,10-11-2022 12:15,0,25,107.5,-615,-29.67,83335,50.51,248335,-15.05
1246197,870,NSE_FO:BANKNIFTY10NOV2241400CE,10-11-2022 11:00,1,25,117.45,10-11-2022 11:45,0,25,140.7,-581.25,-19.8,83950,50.88,248950,-14.84
1246194,870,NSE_FO:BANKNIFTY10NOV2241500PE,10-11-2022 10:30,1,25,81,10-11-2022 11:00,0,25,119.2,-955,-47.16,84531.25,51.23,249531.25,-14.64
1246190,870,NSE_FO:BANKNIFTY10NOV2241500CE,10-11-2022 09:45,1,25,129.5,10-11-2022 10:30,0,25,105.4,602.5,18.61,85486.25,51.81,250486.25,-14.31
1246185,870,NSE_FO:BANKNIFTY10NOV2241600PE,10-11-2022 09:30,1,25,113.95,10-11-2022 09:45,0,25,132,-451.25,-15.84,84883.75,51.44,249883.75,-14.52
1245837,870,NSE_FO:BANKNIFTY10NOV2241700CE,09-11-2022 12:15,1,25,208.45,09-11-2022 12:45,0,25,246.15,-942.5,-18.09,85335,51.72,250335,-14.37
1245836,870,NSE_FO:BANKNIFTY10NOV2241800PE,09-11-2022 11:45,1,25,197.75,09-11-2022 12:15,0,25,233,-881.25,-17.83,86277.5,52.29,251277.5,-14.04
1245834,870,NSE_FO:BANKNIFTY10NOV2241800CE,09-11-2022 11:30,1,25,202.6,09-11-2022 11:45,0,25,198.5,102.5,2.02,87158.75,52.82,252158.75,-13.74
1245833,870,NSE_FO:BANKNIFTY10NOV2241800PE,09-11-2022 11:15,1,25,201.35,09-11-2022 11:30,0,25,197.7,91.25,1.81,87056.25,52.76,252056.25,-13.78
1245826,870,NSE_FO:BANKNIFTY10NOV2241800CE,09-11-2022 11:00,1,25,198.15,09-11-2022 11:15,0,25,201.15,-75,-1.51,86965,52.71,251965,-13.81
1245820,870,NSE_FO:BANKNIFTY10NOV2241800PE,09-11-2022 10:45,1,25,193.4,09-11-2022 11:00,0,25,205.2,-295,-6.1,87040,52.75,252040,-13.78
1245480,870,NSE_FO:BANKNIFTY10NOV2241700CE,07-11-2022 09:45,1,25,259.35,07-11-2022 11:00,0,25,179.35,2000,30.85,87335,52.93,252335,-13.68
1245210,870,NSE_FO:BANKNIFTY10NOV2241200CE,04-11-2022 10:00,1,25,414.6,04-11-2022 11:00,0,25,372.05,1063.75,10.26,86398.75,52.36,251398.75,-14
1245143,870,NSE_FO:BANKNIFTY10NOV2241200PE,04-11-2022 15:00,1,25,351.35,04-11-2022 15:15,0,25,351.35,0,0,85335,51.72,250335,-14.37
1245138,870,NSE_FO:BANKNIFTY10NOV2241200CE,04-11-2022 14:00,1,25,368.1,04-11-2022 15:00,0,25,367.3,20,0.22,85335,51.72,250335,-14.37
1245135,870,NSE_FO:BANKNIFTY10NOV2241200PE,04-11-2022 13:30,1,25,350,04-11-2022 14:00,0,25,346.9,77.5,0.89,85315,51.71,250315,-14.37
1245131,870,NSE_FO:BANKNIFTY10NOV2241200CE,04-11-2022 13:15,1,25,371.2,04-11-2022 13:30,0,25,374.25,-76.25,-0.82,85237.5,51.66,250237.5,-14.4
1245128,870,NSE_FO:BANKNIFTY10NOV2241200PE,04-11-2022 13:00,1,25,352.05,04-11-2022 13:15,0,25,352,1.25,0.01,85313.75,51.71,250313.75,-14.37
1245126,870,NSE_FO:BANKNIFTY10NOV2241100CE,04-11-2022 12:45,1,25,412.35,04-11-2022 13:00,0,25,421.1,-218.75,-2.12,85312.5,51.7,250312.5,-14.37
1245125,870,NSE_FO:BANKNIFTY10NOV2241200PE,04-11-2022 12:30,1,25,337.75,04-11-2022 12:45,0,25,368.1,-758.75,-8.99,85531.25,51.84,250531.25,-14.3
1245124,870,NSE_FO:BANKNIFTY10NOV2241200CE,04-11-2022 12:15,1,25,369.15,04-11-2022 12:30,0,25,389.7,-513.75,-5.57,86290,52.3,251290,-14.04
1245122,870,NSE_FO:BANKNIFTY10NOV2241200PE,04-11-2022 11:00,1,25,380.5,04-11-2022 12:15,0,25,361.1,485,5.1,86803.75,52.61,251803.75,-13.86
1245025,870,NSE_FO:BANKNIFTY10NOV2241200CE,04-11-2022 10:00,1,25,414.6,04-11-2022 11:00,0,25,372.05,1063.75,10.26,86318.75,52.31,251318.75,-14.03
1244640,870,NSE_FO:BANKNIFTY03NOV2241400CE,03-11-2022 10:45,1,25,110.9,03-11-2022 13:00,0,25,30.9,2000,72.14,85255,51.67,250255,-14.39
1244327,870,NSE_FO:BANKNIFTY03NOV2241100PE,02-11-2022 14:30,1,25,224.1,02-11-2022 15:15,0,25,220.9,80,1.43,83255,50.46,248255,-15.08
1244323,870,NSE_FO:BANKNIFTY03NOV2241100CE,02-11-2022 14:00,1,25,260.7,02-11-2022 14:30,0,25,266.7,-150,-2.3,83175,50.41,248175,-15.11
1244317,870,NSE_FO:BANKNIFTY03NOV2241200PE,02-11-2022 13:15,1,25,247.45,02-11-2022 14:00,0,25,283.35,-897.5,-14.51,83325,50.5,248325,-15.05
1244311,870,NSE_FO:BANKNIFTY03NOV2241300CE,02-11-2022 12:15,1,25,250.35,02-11-2022 13:15,0,25,201,1233.75,19.71,84222.5,51.04,249222.5,-14.75
1244262,870,NSE_FO:BANKNIFTY03NOV2241300PE,02-11-2022 11:45,1,25,243.35,02-11-2022 12:15,0,25,253.6,-256.25,-4.21,82988.75,50.3,247988.75,-15.17
1244259,870,NSE_FO:BANKNIFTY03NOV2241300CE,02-11-2022 10:45,1,25,274.1,02-11-2022 11:45,0,25,261.75,308.75,4.51,83245,50.45,248245,-15.08
1243992,870,NSE_FO:BANKNIFTY03NOV2241600CE,01-11-2022 10:30,1,25,309.25,01-11-2022 12:45,0,25,229.25,2000,25.87,82936.25,50.26,247936.25,-15.19
1243847,870,NSE_FO:BANKNIFTY03NOV2241600CE,01-11-2022 10:30,1,25,309.25,01-11-2022 12:45,0,25,229.25,2000,25.87,80936.25,49.05,245936.25,-15.87
1243493,870,NSE_FO:BANKNIFTY03NOV2241300PE,31-10-2022 12:30,1,25,345.45,31-10-2022 12:45,0,25,330.15,382.5,4.43,78936.25,47.84,243936.25,-16.56
1243489,870,NSE_FO:BANKNIFTY03NOV2241300CE,31-10-2022 12:15,1,25,340.9,31-10-2022 12:30,0,25,342.15,-31.25,-0.37,78553.75,47.61,243553.75,-16.69
1243485,870,NSE_FO:BANKNIFTY03NOV2241200PE,31-10-2022 11:00,1,25,348.3,31-10-2022 12:15,0,25,304.75,1088.75,12.5,78585,47.63,243585,-16.68
1243479,870,NSE_FO:BANKNIFTY03NOV2241200CE,31-10-2022 09:45,1,25,384.5,31-10-2022 11:00,0,25,362.1,560,5.83,77496.25,46.97,242496.25,-17.05
1205436,870,NSE_FO:BANKNIFTY03NOV2241300CE,28-10-2022 10:00,1,25,420.9,28-10-2022 11:30,0,25,340.9,2000,19.01,76936.25,46.63,241936.25,-17.24
1205186,870,NSE_FO:BANKNIFTY27OCT2241200CE,27-10-2022 12:30,1,25,119.15,,,,,,,,,1000,-1
1205058,870,NSE_FO:BANKNIFTY27OCT2241300CE,27-10-2022 14:15,1,25,77.75,27-10-2022 14:45,0,25,21.45,1407.5,72.41,74936.25,45.42,239936.25,-17.92
1205054,870,NSE_FO:BANKNIFTY27OCT2241300PE,27-10-2022 13:00,1,25,86,27-10-2022 14:15,0,25,46.7,982.5,45.7,73528.75,44.56,238528.75,-18.41
1205051,870,NSE_FO:BANKNIFTY27OCT2241200CE,27-10-2022 12:30,1,25,119.15,27-10-2022 13:00,0,25,151.15,-800,-26.86,72546.25,43.97,237546.25,-18.74
1204965,870,NSE_FO:BANKNIFTY27OCT2241300PE,27-10-2022 11:30,1,25,101.6,27-10-2022 12:30,0,25,130.85,-731.25,-28.79,73346.25,44.45,238346.25,-18.47
1204963,870,NSE_FO:BANKNIFTY27OCT2241400CE,27-10-2022 10:30,1,25,106.75,27-10-2022 11:30,0,25,67.85,972.5,36.44,74077.5,44.9,239077.5,-18.22
1204958,870,NSE_FO:BANKNIFTY27OCT2241400PE,27-10-2022 09:30,1,25,128.75,27-10-2022 10:30,0,25,122,168.75,5.24,73105,44.31,238105,-18.55
1185864,870,NSE_FO:BANKNIFTY27OCT2241300CE,25-10-2022 10:00,1,25,238.95,25-10-2022 11:15,0,25,158.95,2000,33.48,72936.25,44.2,237936.25,-18.61
1185633,870,NSE_FO:BANKNIFTY27OCT2240900CE,21-10-2022 12:15,1,25,333.55,21-10-2022 13:00,0,25,376.05,-1062.5,-12.74,70936.25,42.99,235936.25,-19.29
1185629,870,NSE_FO:BANKNIFTY27OCT2240800PE,21-10-2022 11:45,1,25,350.6,21-10-2022 12:15,0,25,343.1,187.5,2.14,71998.75,43.64,236998.75,-18.93
1185626,870,NSE_FO:BANKNIFTY27OCT2240700CE,21-10-2022 10:30,1,25,374.95,21-10-2022 11:45,0,25,419.95,-1125,-12,71811.25,43.52,236811.25,-18.99
1185265,870,NSE_FO:BANKNIFTY20OCT2240000PE,20-10-2022 10:15,1,25,104.75,20-10-2022 11:15,0,25,184.75,-2000,-76.37,72936.25,44.2,237936.25,-18.61
1183812,870,NSE_FO:BANKNIFTY20OCT2240500CE,19-10-2022 10:30,1,25,247.15,19-10-2022 11:45,0,25,167.15,2000,32.37,74936.25,45.42,239936.25,-17.92
1157180,870,NSE_FO:BANKNIFTY20OCT2240300PE,18-10-2022 11:45,1,25,305.75,18-10-2022 12:15,0,25,257.85,1197.5,15.67,72936.25,44.2,237936.25,-18.61
1157176,870,NSE_FO:BANKNIFTY20OCT2240300CE,18-10-2022 10:45,1,25,303.55,18-10-2022 11:45,0,25,283.25,507.5,6.69,71738.75,43.48,236738.75,-19.02
1157173,870,NSE_FO:BANKNIFTY20OCT2240300PE,18-10-2022 10:15,1,25,316.9,18-10-2022 10:45,0,25,291.2,642.5,8.11,71231.25,43.17,236231.25,-19.19
1157170,870,NSE_FO:BANKNIFTY20OCT2240200CE,18-10-2022 09:30,1,25,337.25,18-10-2022 10:15,0,25,351.15,-347.5,-4.12,70588.75,42.78,235588.75,-19.41
1134539,870,NSE_FO:BANKNIFTY20OCT2239800CE,17-10-2022 13:45,1,25,380.4,17-10-2022 14:15,0,25,328.95,1286.25,13.53,70936.25,42.99,235936.25,-19.29
1134532,870,NSE_FO:BANKNIFTY20OCT2239700PE,17-10-2022 12:15,1,25,342.6,17-10-2022 13:45,0,25,307.6,875,10.22,69650,42.21,234650,-19.73
1134521,870,NSE_FO:BANKNIFTY20OCT2239700CE,17-10-2022 11:00,1,25,387.9,17-10-2022 12:15,0,25,394.35,-161.25,-1.66,68775,41.68,233775,-20.03
1132927,870,NSE_FO:BANKNIFTY20OCT2239400PE,14-10-2022 09:45,1,25,446.35,14-10-2022 10:30,0,25,526.35,-2000,-17.92,68936.25,41.78,233936.25,-19.98
1132547,870,NSE_FO:BANKNIFTY13OCT2239000CE,13-10-2022 09:30,1,25,165.3,13-10-2022 10:15,0,25,85.3,2000,48.4,70936.25,42.99,235936.25,-19.29
1132137,870,NSE_FO:BANKNIFTY13OCT2238800PE,12-10-2022 09:30,1,25,259.65,12-10-2022 10:15,0,25,339.65,-2000,-30.81,68936.25,41.78,233936.25,-19.98
1127204,870,NSE_FO:BANKNIFTY13OCT2239000PE,11-10-2022 10:15,1,25,347.95,11-10-2022 11:30,0,25,394.8,-1171.25,-13.46,70936.25,42.99,235936.25,-19.29
1127199,870,NSE_FO:BANKNIFTY13OCT2238900CE,11-10-2022 09:30,1,25,351.4,11-10-2022 10:15,0,25,384.55,-828.75,-9.43,72107.5,43.7,237107.5,-18.89
1124544,870,NSE_FO:BANKNIFTY13OCT2238800PE,10-10-2022 10:30,1,25,364.25,10-10-2022 12:00,0,25,284.25,2000,21.96,72936.25,44.2,237936.25,-18.61
1122111,870,NSE_FO:BANKNIFTY13OCT2238900CE,07-10-2022 11:00,1,25,443.4,07-10-2022 11:15,0,25,474.5,-777.5,-7.01,70936.25,42.99,235936.25,-19.29
1122108,870,NSE_FO:BANKNIFTY13OCT2239000PE,07-10-2022 10:00,1,25,425.1,07-10-2022 11:00,0,25,474,-1222.5,-11.5,71713.75,43.46,236713.75,-19.03
1121626,870,NSE_FO:BANKNIFTY06OCT2239300CE,06-10-2022 09:45,1,25,160.2,06-10-2022 10:15,0,25,240.2,-2000,-49.94,72936.25,44.2,237936.25,-18.61
1121172,870,NSE_FO:BANKNIFTY06OCT2239000PE,04-10-2022 11:45,1,25,277.55,04-10-2022 12:30,0,25,230.7,1171.25,16.88,74936.25,45.42,239936.25,-17.92
1121162,870,NSE_FO:BANKNIFTY06OCT2239000CE,04-10-2022 10:30,1,25,302.3,04-10-2022 11:45,0,25,269.15,828.75,10.97,73765,44.71,238765,-18.32
1120744,870,NSE_FO:BANKNIFTY06OCT2238300CE,03-10-2022 09:45,1,25,457.4,03-10-2022 10:00,0,25,513.15,-1393.75,-12.19,72936.25,44.2,237936.25,-18.61
1120739,870,NSE_FO:BANKNIFTY06OCT2238400PE,03-10-2022 09:30,1,25,437.65,03-10-2022 09:45,0,25,461.9,-606.25,-5.54,74330,45.05,239330,-18.13
1120270,870,NSE_FO:BANKNIFTY06OCT2237700PE,30-09-2022 09:45,1,25,523.8,30-09-2022 10:15,0,25,603.8,-2000,-15.27,74936.25,45.42,239936.25,-17.92
1119790,870,NSE_FO:BANKNIFTY29SEP2238000CE,29-09-2022 10:30,1,25,169.7,29-09-2022 11:30,0,25,89.7,2000,47.14,76936.25,46.63,241936.25,-17.24
1119163,870,NSE_FO:BANKNIFTY29SEP2238200PE,28-09-2022 10:15,1,25,297.8,28-09-2022 10:45,0,25,362.4,-1615,-21.69,74936.25,45.42,239936.25,-17.92
1119158,870,NSE_FO:BANKNIFTY29SEP2238200CE,28-09-2022 10:00,1,25,298.65,28-09-2022 10:15,0,25,314.05,-385,-5.16,76551.25,46.39,241551.25,-17.37
1118519,870,NSE_FO:BANKNIFTY29SEP2238900PE,27-09-2022 09:30,1,25,329,27-09-2022 10:00,0,25,409,-2000,-24.32,76936.25,46.63,241936.25,-17.24
1117801,870,NSE_FO:BANKNIFTY29SEP2239000CE,26-09-2022 09:30,1,25,535.7,26-09-2022 09:45,0,25,455.7,2000,14.93,78936.25,47.84,243936.25,-16.56
1117238,870,NSE_FO:BANKNIFTY29SEP2239700CE,23-09-2022 12:15,1,25,538.1,23-09-2022 14:30,0,25,414.35,3093.75,23,76936.25,46.63,241936.25,-17.24
1117223,870,NSE_FO:BANKNIFTY29SEP2239800PE,23-09-2022 10:30,1,25,489.1,23-09-2022 12:15,0,25,532.85,-1093.75,-8.95,73842.5,44.75,238842.5,-18.3
1116700,870,NSE_FO:BANKNIFTY22SEP2240400CE,22-09-2022 12:45,1,25,137.5,22-09-2022 13:00,0,25,161.8,-607.5,-17.67,74936.25,45.42,239936.25,-17.92
1116683,870,NSE_FO:BANKNIFTY22SEP2240500PE,22-09-2022 12:15,1,25,111.25,22-09-2022 12:45,0,25,162.85,-1290,-46.38,75543.75,45.78,240543.75,-17.72
1116663,870,NSE_FO:BANKNIFTY22SEP2240600CE,22-09-2022 11:45,1,25,147.4,22-09-2022 12:15,0,25,107.6,995,27,76833.75,46.57,241833.75,-17.27
1116660,870,NSE_FO:BANKNIFTY22SEP2240800PE,22-09-2022 11:15,1,25,180,22-09-2022 11:45,0,25,244.45,-1611.25,-35.81,75838.75,45.96,240838.75,-17.62
1116651,870,NSE_FO:BANKNIFTY22SEP2240900CE,22-09-2022 10:15,1,25,165.75,22-09-2022 11:15,0,25,98.95,1670,40.3,77450,46.94,242450,-17.06
1116646,870,NSE_FO:BANKNIFTY22SEP2241000PE,22-09-2022 09:45,1,25,199.3,22-09-2022 10:15,0,25,245.55,-1156.25,-23.21,75780,45.93,240780,-17.64
1116026,870,NSE_FO:BANKNIFTY22SEP2241300PE,21-09-2022 10:30,1,25,295,21-09-2022 10:45,0,25,316.4,-535,-7.25,76936.25,46.63,241936.25,-17.24
1116024,870,NSE_FO:BANKNIFTY22SEP2241300CE,21-09-2022 10:15,1,25,312.95,21-09-2022 10:30,0,25,348.6,-891.25,-11.39,77471.25,46.95,242471.25,-17.06
1116019,870,NSE_FO:BANKNIFTY22SEP2241300PE,21-09-2022 09:45,1,25,329,21-09-2022 10:15,0,25,351.95,-573.75,-6.98,78362.5,47.49,243362.5,-16.75
1115361,870,NSE_FO:BANKNIFTY22SEP2241500PE,20-09-2022 12:00,1,25,336.75,20-09-2022 12:30,0,25,288.45,1207.5,14.34,78936.25,47.84,243936.25,-16.56
