id,strategy,instrument_str,entry_timestamp,entry_transaction_type,entry_quantity,entry_price,exit_timestamp,exit_transaction_type,exit_quantity,exit_price,pnl_absolute,pnl_percentage,pnl_cumulative_absolute,pnl_cumulative_percentage,equity_curve,drawdown_percentage
1671688,3092,NSE_FO:BANKNIFTY2451547600PE,2024-05-15 11:31:00,1,15,120.00,2024-05-15 12:14:00,0,15,58.85,917.25,50.96,531488.00,310.81,702488.00,-1.50
1671686,3092,NSE_FO:BANKNIFTY2451547600CE,2024-05-15 11:31:00,1,15,82.55,2024-05-15 12:14:00,0,15,101.40,-282.75,-22.83,530570.75,310.28,701570.75,-1.62
1671678,3092,NSE_FO:BANKNIFTY2451547900PE,2024-05-15 09:55:00,1,15,128.90,2024-05-15 11:31:00,0,15,355.40,-3397.50,-175.72,530853.50,310.44,701853.50,-1.58
1671673,3092,NSE_FO:BANKNIFTY2451547900CE,2024-05-15 09:55:00,1,15,107.10,2024-05-15 11:31:00,0,15,17.20,1348.50,83.94,534251.00,312.43,705251.00,-1.11
1671663,3092,NSE_FO:BANKNIFTY2451547900PE,2024-05-15 09:25:00,1,15,177.80,2024-05-15 09:55:00,0,15,128.90,733.50,27.50,532902.50,311.64,703902.50,-1.30
1671660,3092,NSE_FO:BANKNIFTY2451547900CE,2024-05-15 09:25:00,1,15,119.55,2024-05-15 09:55:00,0,15,107.10,186.75,10.41,532169.00,311.21,703169.00,-1.40
1671118,3092,NSE_FO:BANKNIFTY2451547800PE,2024-05-14 12:29:00,1,15,211.00,2024-05-14 15:09:00,0,15,152.55,876.75,27.70,531982.25,311.10,702982.25,-1.43
1671115,3092,NSE_FO:BANKNIFTY2451547800CE,2024-05-14 12:29:00,1,15,218.00,2024-05-14 15:09:00,0,15,223.00,-75.00,-2.29,531105.50,310.59,702105.50,-1.55
1671092,3092,NSE_FO:BANKNIFTY2451547700PE,2024-05-14 09:25:00,1,15,275.80,2024-05-14 12:29:00,0,15,165.35,1656.75,40.05,531180.50,310.63,702180.50,-1.54
1671090,3092,NSE_FO:BANKNIFTY2451547700CE,2024-05-14 09:25:00,1,15,271.00,2024-05-14 12:29:00,0,15,271.50,-7.50,-0.18,529523.75,309.66,700523.75,-1.77
1670539,3092,NSE_FO:BANKNIFTY2451547300PE,2024-05-13 09:25:00,1,15,326.85,2024-05-13 15:09:00,0,15,111.10,3236.25,66.01,529531.25,309.67,700531.25,-1.77
1670537,3092,NSE_FO:BANKNIFTY2451547300CE,2024-05-13 09:25:00,1,15,336.15,2024-05-13 15:09:00,0,15,551.85,-3235.50,-64.17,526295.00,307.77,697295.00,-2.22
1669966,3092,NSE_FO:BANKNIFTY2451547500PE,2024-05-10 09:25:00,1,15,332.55,2024-05-10 15:09:00,0,15,364.55,-480.00,-9.62,529530.50,309.67,700530.50,-1.77
1669963,3092,NSE_FO:BANKNIFTY2451547500CE,2024-05-10 09:25:00,1,15,474.95,2024-05-10 15:09:00,0,15,310.05,2473.50,34.72,530010.50,309.95,701010.50,-1.70
1669333,3092,NSE_FO:BANKNIFTY2451548200PE,2024-05-09 09:25:00,1,15,434.35,2024-05-09 15:09:00,0,15,833.80,-5991.75,-91.97,527537.00,308.50,698537.00,-2.05
1669331,3092,NSE_FO:BANKNIFTY2451548200CE,2024-05-09 09:25:00,1,15,402.50,2024-05-09 15:09:00,0,15,152.20,3754.50,62.19,533528.75,312.01,704528.75,-1.21
1668910,3092,NSE_FO:BANKNIFTY2450848000PE,2024-05-08 15:06:00,1,15,10.15,2024-05-08 15:09:00,0,15,7.70,36.75,24.14,529774.25,309.81,700774.25,-1.74
1668909,3092,NSE_FO:BANKNIFTY2450848000CE,2024-05-08 15:06:00,1,15,18.50,2024-05-08 15:09:00,0,15,17.70,12.00,4.32,529737.50,309.79,700737.50,-1.74
1668900,3092,NSE_FO:BANKNIFTY2450848000PE,2024-05-08 15:03:00,1,15,16.15,2024-05-08 15:06:00,0,15,10.15,90.00,37.15,529725.50,309.78,700725.50,-1.74
1668899,3092,NSE_FO:BANKNIFTY2450848000CE,2024-05-08 15:03:00,1,15,24.65,2024-05-08 15:06:00,0,15,18.50,92.25,24.95,529635.50,309.73,700635.50,-1.76
1668887,3092,NSE_FO:BANKNIFTY2450848000PE,2024-05-08 14:42:00,1,15,26.90,2024-05-08 15:03:00,0,15,16.15,161.25,39.96,529543.25,309.67,700543.25,-1.77
1668885,3092,NSE_FO:BANKNIFTY2450848000CE,2024-05-08 14:42:00,1,15,40.25,2024-05-08 15:03:00,0,15,24.65,234.00,38.76,529382.00,309.58,700382.00,-1.79
1668869,3092,NSE_FO:BANKNIFTY2450848100PE,2024-05-08 13:57:00,1,15,97.85,2024-05-08 14:42:00,0,15,96.25,24.00,1.64,529148.00,309.44,700148.00,-1.82
1668868,3092,NSE_FO:BANKNIFTY2450848100CE,2024-05-08 13:57:00,1,15,38.00,2024-05-08 14:42:00,0,15,10.55,411.75,72.24,529124.00,309.43,700124.00,-1.83
1668854,3092,NSE_FO:BANKNIFTY2450848100PE,2024-05-08 13:16:00,1,15,72.90,2024-05-08 13:57:00,0,15,97.85,-374.25,-34.22,528712.25,309.19,699712.25,-1.88
1668852,3092,NSE_FO:BANKNIFTY2450848100CE,2024-05-08 13:16:00,1,15,100.45,2024-05-08 13:57:00,0,15,38.00,936.75,62.17,529086.50,309.41,700086.50,-1.83
1668837,3092,NSE_FO:BANKNIFTY2450848100PE,2024-05-08 11:21:00,1,15,103.25,2024-05-08 13:16:00,0,15,72.90,455.25,29.39,528149.75,308.86,699149.75,-1.96
1668836,3092,NSE_FO:BANKNIFTY2450848100CE,2024-05-08 11:21:00,1,15,112.25,2024-05-08 13:16:00,0,15,100.45,177.00,10.51,527694.50,308.59,698694.50,-2.03
1668821,3092,NSE_FO:BANKNIFTY2450848100PE,2024-05-08 09:56:00,1,15,161.00,2024-05-08 11:21:00,0,15,103.25,866.25,35.87,527517.50,308.49,698517.50,-2.05
1668820,3092,NSE_FO:BANKNIFTY2450848100CE,2024-05-08 09:56:00,1,15,112.30,2024-05-08 11:21:00,0,15,112.25,0.75,0.04,526651.25,307.98,697651.25,-2.17
1668668,3092,NSE_FO:BANKNIFTY2450848100PE,2024-05-08 09:25:00,1,15,170.10,2024-05-08 09:56:00,0,15,161.00,136.50,5.35,526650.50,307.98,697650.50,-2.17
1668667,3092,NSE_FO:BANKNIFTY2450848100CE,2024-05-08 09:25:00,1,15,173.25,2024-05-08 09:56:00,0,15,112.30,914.25,35.18,526514.00,307.90,697514.00,-2.19
1668055,3092,NSE_FO:BANKNIFTY2450848900PE,2024-05-07 09:25:00,1,15,221.70,2024-05-07 15:09:00,0,15,746.30,-7869.00,-236.63,525599.75,307.37,696599.75,-2.32
1668053,3092,NSE_FO:BANKNIFTY2450848900CE,2024-05-07 09:25:00,1,15,325.25,2024-05-07 15:09:00,0,15,34.75,4357.50,89.32,533468.75,311.97,704468.75,-1.22
1667505,3092,NSE_FO:BANKNIFTY2450849100PE,2024-05-06 09:25:00,1,15,297.80,2024-05-06 15:09:00,0,15,326.00,-423.00,-9.47,529111.25,309.42,700111.25,-1.83
1667503,3092,NSE_FO:BANKNIFTY2450849100CE,2024-05-06 09:25:00,1,15,372.35,2024-05-06 15:09:00,0,15,230.75,2124.00,38.03,529534.25,309.67,700534.25,-1.77
1666902,3092,NSE_FO:BANKNIFTY2450849600PE,2024-05-03 09:25:00,1,15,354.30,2024-05-03 15:09:00,0,15,719.90,-5484.00,-103.19,527410.25,308.43,698410.25,-2.07
1666899,3092,NSE_FO:BANKNIFTY2450849600CE,2024-05-03 09:25:00,1,15,357.20,2024-05-03 15:09:00,0,15,128.40,3432.00,64.05,532894.25,311.63,703894.25,-1.30
